Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
193,19-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,10,76,NA
193,21-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,11,77,NA
193,22-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,10,75,NA
193,24-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,10,73,NA
193,28-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,11,75,NA
193,29-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,11,77,NA
193,30-09-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,78,NA
193,01-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,80,NA
193,03-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,80,NA
193,05-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,12,81,NA
193,06-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,82,NA
193,07-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,13,82,NA
193,08-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,82,NA
193,09-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,83,NA
193,12-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,82,NA
193,14-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,11,80,NA
193,15-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,82,NA
193,16-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,12,84,NA
193,17-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,14,84,NA
193,19-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,12,85,NA
193,26-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,11,80,NA
193,27-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,85,NA
193,28-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,15,86,NA
193,29-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,86,NA
193,30-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,87,NA
193,31-10-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,14,87,NA
193,02-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,14,89,NA
193,03-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,14,90,NA
193,04-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,15,90,NA
193,05-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,14,90,NA
193,06-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,13,92,NA
193,07-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,14,94,NA
193,09-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,14,97,NA
193,11-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",13,17,133,NA
193,12-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,13,101,NA
193,13-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,85,NA
193,16-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,75,NA
193,17-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,83,NA
193,18-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,75,NA
193,19-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,17,74,NA
193,20-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,74,NA
193,21-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,76,NA
193,23-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,76,NA
193,26-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,78,NA
193,27-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,82,NA
193,30-11-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,83,NA
193,01-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,78,NA
193,03-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,82,NA
193,04-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,14,74,NA
193,05-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,23,88,NA
193,07-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,23,81,NA
193,08-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,24,91,NA
193,09-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,23,120,NA
193,10-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,22,85,NA
193,11-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,22,94,NA
193,14-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,23,86,NA
193,15-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,21,82,NA
193,16-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,24,92,NA
193,17-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,24,103,NA
193,18-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,24,95,NA
193,19-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,24,93,NA
193,21-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,22,85,NA
193,22-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,22,118,NA
193,23-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,20,115,NA
193,24-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,21,120,NA
193,28-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,21,123,NA
193,29-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,22,123,NA
193,30-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,22,124,NA
193,31-12-15,Assam,Guwahati,"Head Office, Bamunimaidan, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,20,124,NA
519,01-01-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,66,NA
519,02-01-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,65,NA
519,03-01-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,58,NA
519,05-01-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,61,NA
519,06-01-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,15,62,NA
519,07-01-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,56,NA
519,08-01-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,78,NA
519,09-01-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,57,NA
519,12-01-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,62,NA
519,13-01-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,57,NA
519,17-01-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,53,NA
519,21-01-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,73,NA
519,22-01-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,67,NA
519,28-01-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,12,49,NA
519,29-01-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,57,NA
519,30-01-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,61,NA
519,02-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,74,NA
519,04-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,99,NA
519,05-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,106,NA
519,06-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,65,NA
519,07-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",4,13,47,NA
519,09-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,63,NA
519,10-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,60,NA
519,11-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,100,NA
519,12-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,109,NA
519,13-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,126,NA
519,14-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,139,NA
519,16-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,106,NA
519,17-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,110,NA
519,18-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,16,101,NA
519,19-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,94,NA
519,20-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,16,94,NA
519,21-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,100,NA
519,23-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,89,NA
519,24-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,103,NA
519,25-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,127,NA
519,26-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,15,136,NA
519,27-02-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,16,114,NA
519,02-03-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,15,175,NA
519,03-03-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,144,NA
519,04-03-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,143,NA
519,07-03-15,Assam,Guwahati,"ITI Building, Gopinath Nagar, Guwahati",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,152,NA
